"Timestamp","Gender","What country do you live in?","If United States, what state?","What is your age?","What is the highest level of education you have completed?","If you obtained more than an Bachelor's (Undergraduate) Degree (like a Masters or PhD), would you recommend it?","Job status","Income level in US Dollars","How long have you been working?","If employed, what is your current job title (without the GIS)?","What industry do you work in?","What desktop GIS software do you use?","What desktop GIS software do you mainly use?","If ArcGIS, are you using Pro?","Do you use any design software to finish your maps?","Is your work primarily vector or raster based?","Apart from GIS software, what other software do you use for your work?","Does your work require programming?","Database of choice?","Do you have a professional certification?","How happy are you with your choice of GIS as profession?","How optimistic are you about the future of GIS as a profession?"
"2019/06/17 5:26:16 PM GMT+1","Male","United States","Ohio","25 to 34","Bachelor's (Undergraduate) Degree","Maybe","Entry level","$50,000 - $75,000","1-2 years","Technician","Oil and Gas","SmallWorld","SmallWorld","No","No","Vector",,"No","File Geodatabase (ESRI)","No",6,7
"2019/06/17 5:42:51 PM GMT+1","Male","United States","Minnesota","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","2-5 years","Analyst","Transportation","ArcGIS","ArcGIS",,"No","Vector","Access;Microstation;Python","No","Oracle","No",7,7
"2019/06/17 5:43:25 PM GMT+1","Male","United States","Alabama","25 to 34","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Mid level","$40,000 - $50,000","5-10 years","Specialist","Mining","ArcGIS;AutoCAD;Google Earth;QGIS","QGIS",,"No","50/50","Access;Pix4D","No","None (ShapeFiles baby)","No",5,10
"2019/06/17 5:54:51 PM GMT+1","Male","United States","Minnesota","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","1-2 years","Specialist","Local Government","ArcGIS;Google Earth;QGIS","ArcGIS","Primarily","No","Vector","Access;PyCharm;Python","Python;C#","File Geodatabase (ESRI)","No",8,8
"2019/06/17 6:23:31 PM GMT+1","Male","United States","New Mexico","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","Under 1 year","Field Operations Specialist","Insurance","ArcGIS;Google Earth;GRASS;QGIS","ArcGIS","No","Blender GIS","50/50","Python","No","File Geodatabase (ESRI)","No",10,9
"2019/06/17 6:26:46 PM GMT+1","Male","United States","Tennessee","45 to 54","Bachelor's (Undergraduate) Degree",,"Mangement","$75,000 - $100,000","11-25 years","Manager","Local Government","ArcGIS","ArcGIS","A bit","No","Vector","Access;Python;SQL Server","Python;SQL;JavaScript","SQL Server","GISP",10,8
"2019/06/17 7:00:29 PM GMT+1","Male","United States","Pennsylvania","18 to 24","High School or equivalent","I wish to obtain a PhD in the subject","Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;Google Earth;QGIS","ArcGIS","No","No","Vector","Python;R","Python","PostgreSQL","No",8,10
"2019/06/17 7:11:50 PM GMT+1","Male","Canada","Not United States","25 to 34","Master's Degree","Yes","Self employed (Entrepreneur, Freelancer, etc..)","$100,000 - $150,000","5-10 years","Specialist","Natural Resources","ArcGIS;QGIS","ArcGIS","Exclusively","GIMP","Vector","FME;GIMP;PyCharm;Python","Python;SQL;JavaScript","File Geodatabase (ESRI)","Esri Dev/Desktop/Server",10,10
"2019/06/17 7:31:09 PM GMT+1","Female","United States","Washington","25 to 34","Master's Degree","Yes","Peace Corps","Under $20,000","2-5 years","volunteer","NGO","ArcGIS","ArcGIS","Exclusively","Illustrator","50/50","Access","No","File Geodatabase (ESRI)","No",10,10
"2019/06/17 7:33:29 PM GMT+1","Male","United States","Kansas","25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","5-10 years","Specialist","Environmental","ArcGIS;AutoCAD;Google Earth","ArcGIS","No","Corel draw","50/50","GIMP","No","SQL Server","No",8,7
"2019/06/17 7:47:47 PM GMT+1","Male","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","1-2 years","Research Associate ","Public Health","ArcGIS;Google Earth;GRASS;QGIS","ArcGIS","Exclusively","Illustrator","Vector","PostGIS;Python","Python;SQL","PostgreSQL","No",3,2
"2019/06/17 8:00:31 PM GMT+1","Male","United States","Florida","25 to 34","Master's Degree","Yes","Mangement","$50,000 - $75,000","5-10 years","Administrator","Local Government","ArcGIS","ArcGIS","A bit","No","Vector","Access;PyCharm;Python;SQL Server","Python;SQL","SQL Server","No",10,10
"2019/06/17 9:05:09 PM GMT+1","Male","United States","California","35 to 44","Master's Degree","Yes","Mid level","$50,000 - $75,000","5-10 years","Analyst","Transportation","ArcGIS;QGIS","ArcGIS","Primarily","PhotoShop","Vector","Access;InDesign;Matlab;PostGIS;PyCharm;Python;R;SQL Server","Python","File Geodatabase (ESRI)","No",7,8
"2019/06/17 9:52:18 PM GMT+1","Male","United States","California","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Technician","Utilities","ArcGIS;AutoCAD;Google Earth","ArcGIS","A bit","No","50/50","Access","No","None (ShapeFiles baby)","No",10,10
"2019/06/17 10:27:06 PM GMT+1","Male","South Africa",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","1-2 years",,"GIS","ArcGIS;AutoCAD;ENVI;ERDAS;Google Earth;Idrisi;MapInfo;QGIS","ArcGIS","A bit","No","Raster","GDAL;Matlab;PostGIS;Python","Python;SQL;.NET;C#","PostgreSQL","No",6,8
"2019/06/17 11:58:40 PM GMT+1","Male","United States","Texas","18 to 24","High School or equivalent",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;AutoCAD","ArcGIS","No","No",,,"No","None (ShapeFiles baby)","No",5,5
"2019/06/18 12:10:37 AM GMT+1","Male","Hong Kong",,"Prefer not to say","Master's Degree","Maybe","Student - University/College","Under $20,000","Not employed.","Research Assistant","Academia","ArcGIS;AutoCAD;Google Earth;QGIS","ArcGIS","A bit","PhotoShop","50/50","GDAL;PostGIS;Python;R","Python;JavaScript;R","File Geodatabase (ESRI)","No",8,8
"2019/06/18 12:15:16 AM GMT+1","Male","Canada",,"18 to 24","High School or equivalent",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;ENVI;Google Earth;QGIS","ArcGIS","No","PhotoShop","50/50",,"No","File Geodatabase (ESRI)","No",7,4
"2019/06/18 12:36:47 AM GMT+1","Male","Colombia",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Looking for work","$40,000 - $50,000","Not employed.",,,"ArcGIS;QGIS","ArcGIS","No","No","50/50",,"No","File Geodatabase (ESRI)","No",6,6
"2019/06/18 12:59:17 AM GMT+1","Male","Philippines",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","Under $20,000","Under 1 year","Cartographer","Local Government","ArcGIS;Google Earth;GRASS;QGIS","QGIS",,"No","50/50","GIMP","Python","None (ShapeFiles baby)","No",10,10
"2019/06/18 1:46:49 AM GMT+1","Female","United States","Texas","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","Under 1 year","Analyst","Defense","ArcGIS;ENVI;Google Earth;QGIS","ArcGIS","A bit","No","Raster","Access;Python;R;SQL Server","Python;SQL","File Geodatabase (ESRI)","No",7,8
"2019/06/18 2:07:02 AM GMT+1","Female","United States",,"45 to 54","Bachelor's (Undergraduate) Degree",,"Mangement","$100,000 - $150,000","11-25 years","Manager","Local Government","ArcGIS","ArcGIS","50/50","No","Vector","SPSS, BI","No","File Geodatabase (ESRI)","GISP",9,9
"2019/06/18 2:22:33 AM GMT+1","Male","United States","Utah","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$50,000 - $75,000","Under 1 year","Analyst","Energy","ArcGIS;Google Earth","ArcGIS","A bit","No","50/50","Python","No","File Geodatabase (ESRI)","No",6,4
"2019/06/18 3:46:22 AM GMT+1","Male","Australia",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$40,000 - $50,000","11-25 years","Analyst","Local Government","AutoCAD;Google Earth;MapInfo;QGIS;FME","QGIS",,"No","Vector","FME;GDAL;Python;SQL Server","Python;SQL;Mapbasic","SQL Server","No",8,7
"2019/06/18 4:21:48 AM GMT+1","Male","United States","Georgia","18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","$20,000 - $30,000","Under 1 year",,"Academia","ArcGIS;QGIS","ArcGIS","No","No","Vector","Python;R","Python","None (ShapeFiles baby)","No",6,5
"2019/06/18 5:31:18 AM GMT+1","Male","United States","Massachusetts","18 to 24","Bachelor's (Undergraduate) Degree",,"Looking for work","$50,000 - $75,000","1-2 years","Analyst","Consulting","ArcGIS","ArcGIS","50/50","No","Vector","Alteryx","No","File Geodatabase (ESRI)","No",6,7
"2019/06/18 7:35:55 AM GMT+1","Male","Kenya",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","Under $20,000","1-2 years","Specialist","Local Government","ArcGIS;AutoCAD;Google Earth","ArcGIS","No","No","50/50",,"No","None (ShapeFiles baby)","No",10,10
"2019/06/18 7:38:13 AM GMT+1","Female","United States",,"25 to 34","Master's Degree","Maybe","Entry level","$40,000 - $50,000","Under 1 year","Research Assistant","Public Health","ArcGIS;Geoda","ArcGIS","A bit","No","Vector","Stata","No","None (ShapeFiles baby)","No",6,8
"2019/06/18 8:06:35 AM GMT+1","Male","Greece",,"18 to 24","High School or equivalent",,"Mid level","Under $20,000","2-5 years","Developer","Real Estate","ArcGIS;QGIS","ArcGIS","No","No","Vector","Access;GIMP;PyCharm;Python;SQL Server","Python;SQL;JavaScript","SQL Server","No",9,9
"2019/06/18 8:43:50 AM GMT+1","Male","United States","California","18 to 24","High School or equivalent",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;QGIS","ArcGIS","Primarily","No","Vector","Access","No","None (ShapeFiles baby)","No",7,8
"2019/06/18 9:13:50 AM GMT+1","Female","Australia",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","11-25 years","GIS Business Analyst","Natural Resources","ArcGIS;QGIS","ArcGIS","50/50","GIMP","Vector","Python","Python","PostgreSQL","No",7,4
"2019/06/18 1:11:41 PM GMT+1","Male","United States","Texas","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$75,000 - $100,000","11-25 years","Analyst","Oil and Gas","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","No","50/50","FME;Python","Python","SQL Server","GIS Certificate ",8,8
"2019/06/18 2:10:18 PM GMT+1","Male","United States","Virginia","25 to 34","High School or equivalent",,"Mid level","$75,000 - $100,000","2-5 years","Analyst","Defense","ArcGIS;ENVI;ERDAS;Google Earth;QGIS","ArcGIS","50/50","No","50/50","PyCharm;Python","Python","File Geodatabase (ESRI)","Esri Certified Desktop Associate, NGA Certified GEOINT Professional - Geospatial Analysis II",10,9
"2019/06/18 3:19:50 PM GMT+1","Male","United States","North Carolina","45 to 54","Bachelor's (Undergraduate) Degree",,"Mangement","$75,000 - $100,000","11-25 years","Manager","Education","ArcGIS;AutoCAD","ArcGIS","Primarily","No","Vector","FME;Python;SQL Server","No","SQL Server","No",6,7
"2019/06/18 3:52:20 PM GMT+1","Prefer not to say","United States","California","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","Under 1 year","Technician","Local Government","ArcGIS","ArcGIS","A bit","InkScape","Vector","GIMP;SQL Server","SQL","SQL Server","No",7,1
"2019/06/18 4:27:07 PM GMT+1","Male","United States","Illinois","45 to 54","Master's Degree","Maybe","Mid level","$75,000 - $100,000","11-25 years","Administrator","Local Government","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","GIMP","Vector","GDAL;GIMP;Pix4D;PostGIS;Python;R;SQL Server;SpatiaLite","Python;SQL;JavaScript","SQL Server","No",5,3
"2019/06/18 7:56:31 PM GMT+1","Female","United States","Wyoming","25 to 34","Master's Degree","Maybe","Entry level","$40,000 - $50,000","1-2 years","Analyst","Environmental","ArcGIS;Google Earth","ArcGIS","A bit","No","50/50","Access;Microstation;Python;SQL Server","No","Oracle","No",8,8
"2019/06/18 8:17:08 PM GMT+1","Male","United States","California","45 to 54","Master's Degree","Yes","Mid level","$100,000 - $150,000","26 or more years","Developer","GIS","ArcGIS;QGIS","ArcGIS","Primarily","No","Vector","FME;GDAL;SQL Server","Python;C#;JavaScript","SQL Server","GISP",10,9
"2019/06/18 8:41:19 PM GMT+1","Male","United States","New York","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$75,000 - $100,000","2-5 years","Developer","Transportation","ArcGIS;QGIS","ArcGIS","No","No","Vector","GDAL;PostGIS;PyCharm;Python","Python;SQL;JavaScript","PostgreSQL","No",8,8
"2019/06/18 9:12:29 PM GMT+1","Male","New Zealand",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$30,000 - $40,000","2-5 years","Developer","Engineering","ArcGIS;QGIS","ArcGIS","Primarily","No","Vector","FME;InDesign;Python;SQL Server","Python;JavaScript","File Geodatabase (ESRI)","No",7,7
"2019/06/18 9:34:55 PM GMT+1","Male","United States","Michigan","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$40,000 - $50,000","11-25 years","Technician","Local Government","ArcGIS","ArcGIS","Primarily","No","Vector","Pix4D;SQL Server","Technically yes but I don't know any yet","File Geodatabase (ESRI)","No",8,8
"2019/06/19 10:25:33 AM GMT+1","Male","Russia",,"25 to 34","Master's Degree","No","Mangement","Under $20,000","5-10 years","Project Manager","IT","ArcGIS;AutoCAD;Google Earth;GRASS;MapInfo;QGIS;Agisoft Metashape, Sputnik GIS","QGIS","No","No","50/50","GDAL;GIMP;PostGIS;PyCharm;Python","Python","PostgreSQL","No",7,3
"2019/06/19 1:41:34 PM GMT+1","Female","Germany",,"25 to 34","Master's Degree","Yes","Entry level","$30,000 - $40,000","Under 1 year","Analyst","IT","GRASS;QGIS","QGIS",,"No","50/50","GDAL;Python;Excel, Jupyter Notebook","Python;Java","MongoDB","No",10,8
"2019/06/19 2:29:18 PM GMT+1","Male","United States","Texas","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","Under 1 year","Technician","Central Government","ArcGIS;Google Earth","ArcGIS","No","Illustrator",,"PyCharm;Python","Python","File Geodatabase (ESRI)","No",10,10
"2019/06/19 2:47:34 PM GMT+1","Male","United States","Texas","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years","Analyst","Local Government","ArcGIS;Google Earth","ArcGIS","A bit","No","50/50","Access;PyCharm;Python","Python","SQL Server","No",3,3
"2019/06/19 4:04:49 PM GMT+1","Male","United States","Massachusetts","25 to 34","Bachelor's (Undergraduate) Degree",,"Mangement","$50,000 - $75,000","1-2 years","Coordinator","Local Government","ArcGIS;Global Mapper;Google Earth;QGIS","ArcGIS","A bit","No","Vector","Python","No","File Geodatabase (ESRI)","No",10,7
"2019/06/19 4:55:19 PM GMT+1","Male","United States","Texas","55 to 64","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Mid level","$75,000 - $100,000","11-25 years","Analyst","Oil and Gas","ArcGIS;Google Earth;QGIS","ArcGIS","No","SnagIt","Vector","Python","No","File Geodatabase (ESRI)","No",10,7
"2019/06/19 5:18:03 PM GMT+1","Male","United States","Minnesota","18 to 24","High School or equivalent",,"Student - University/College","Under $20,000","Under 1 year","Intern","Local Government","ArcGIS;Google Earth","ArcGIS","No","No","Vector","Python","No","File Geodatabase (ESRI)","No",8,10
"2019/06/19 6:34:09 PM GMT+1","Male","United States","Minnesota","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years","Specialist","Environmental","ArcGIS;AutoCAD;Global Mapper;Google Earth","ArcGIS","A bit","GIMP","Vector","Access;Python","No","File Geodatabase (ESRI)","No",6,5
"2019/06/19 8:23:23 PM GMT+1","Male","France",,"18 to 24","Master's Degree","Yes","Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;ENVI;Global Mapper;QGIS","QGIS","No","Illustrator","50/50",,"No","File Geodatabase (ESRI)","No",8,8
"2019/06/19 8:26:51 PM GMT+1","Male","United States","California","45 to 54","Bachelor's (Undergraduate) Degree",,"Looking for work","Under $20,000","Not employed.",,,"ArcGIS;AutoCAD;Google Earth;QGIS","ArcGIS","A bit","InkScape","Vector","SQL Server","Python","MySQL","No",2,1
"2019/06/19 9:26:05 PM GMT+1","Female","United States","Texas","25 to 34","Master's Degree","Maybe","Entry level","$50,000 - $75,000","2-5 years","Specialist","Environmental","ArcGIS;Google Earth","ArcGIS","No","No","Vector",,"No","File Geodatabase (ESRI)","No",7,7
"2019/06/19 11:35:40 PM GMT+1","Male","Czechia",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;QGIS","QGIS","Primarily","Illustrator","Vector","GDAL;PostGIS;Python;R;SQL Server","Python;JavaScript","PostgreSQL","No",8,8
"2019/06/20 12:02:58 AM GMT+1","Male","United States","Alabama","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","Under 1 year","Technician","Utilities","ArcGIS;SmallWorld","ArcGIS","No","No","Vector","FME;Python","No","File Geodatabase (ESRI)","No",10,7
"2019/06/20 12:53:49 AM GMT+1","Female","Australia",,"25 to 34","Bachelor's (Undergraduate) Degree","No","Entry level","$40,000 - $50,000","1-2 years","Support Specialist","Consulting Arboriculture","GRASS;QGIS","QGIS",,"No","Vector","GDAL;Spatialite","No","SQLite (SpatiaLite, GeoPackage)","No",7,5
"2019/06/20 1:50:10 AM GMT+1","Male","United States","Nevada","25 to 34","Master's Degree","Maybe","Entry level","$50,000 - $75,000","5-10 years","Analyst","Archaeology","ArcGIS;Google Earth;QGIS","ArcGIS","A bit","No","Vector","Access;PostGIS;PyCharm;Python","No","File Geodatabase (ESRI)","No",8,8
"2019/06/20 3:46:37 AM GMT+1","Male","New Zealand",,"35 to 44","Bachelor's (Undergraduate) Degree",,"Looking for work","Under $20,000","Not employed.",,"Television","ArcGIS;Google Earth;QGIS","ArcGIS","A bit","No","Raster","Python","Python","File Geodatabase (ESRI)","No",5,5
"2019/06/20 4:54:15 AM GMT+1","Male","United States","Arizona","25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Analyst","Transportation","ArcGIS;Global Mapper;Google Earth","ArcGIS","A bit","No","Vector","Access;InDesign","No","File Geodatabase (ESRI)","No",8,8
"2019/06/20 11:46:49 AM GMT+1","Male","Canada","Not United States","25 to 34","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Military","$50,000 - $75,000","5-10 years","Technician","Defense","ArcGIS;Global Mapper;QGIS","ArcGIS","Primarily","PhotoShop","50/50","Access;Pix4D;Python;SQL Server","Python","SQL Server","No",6,5
"2019/06/20 1:27:51 PM GMT+1","Male","United States","Arkansas","25 to 34","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Student - University/College","Under $20,000","Not employed.",,"Academia","Google Earth;MapInfo;QGIS;SmallWorld","ArcGIS","No","PhotoShop","50/50",,"No","SQLite (SpatiaLite, GeoPackage)","No",5,5
"2019/06/20 2:10:45 PM GMT+1","Male","Australia",,"35 to 44","2-Year Degree (Technical, Certificate, Associate's, etc)","No","Mangement","$150,000 or more","11-25 years","Project Manager","Energy","AutoCAD;Google Earth;GRASS;MapInfo;QGIS","QGIS","No","Illustrator","Vector","GDAL;PostGIS;Python;SQL Server","Python","PostgreSQL","No",7,7
"2019/06/20 3:53:50 PM GMT+1","Male","United States","California","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$20,000 - $30,000","Under 1 year","Research Assistant","Central Government","ArcGIS","ArcGIS","No","No","50/50","Access","No","None (ShapeFiles baby)","No",6,9
"2019/06/20 4:23:04 PM GMT+1","Female","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","1-2 years","Analyst","Local Government","ArcGIS;AutoCAD","ArcGIS","No","No","Vector",,"Python;SQL","None (ShapeFiles baby)","No",8,10
"2019/06/20 5:15:23 PM GMT+1","Male","Mexico",,"45 to 54","Bachelor's (Undergraduate) Degree",,"Self employed (Entrepreneur, Freelancer, etc..)","Under $20,000","11-25 years","Consultant","Forestry","ArcGIS;AutoCAD;Google Earth","ArcGIS","A bit","No","Vector","Python;SAS","Python","None (ShapeFiles baby)","No",9,10
"2019/06/20 5:52:49 PM GMT+1","Male","United States","South Dakota","25 to 34","Bachelor's (Undergraduate) Degree","No","Looking for work","Under $20,000","Under 1 year","Intern","Local Government","ArcGIS","ArcGIS","No","No","Vector","Access","No","SQL Server","No",1,1
"2019/06/20 7:37:30 PM GMT+1","Male","United States","Tennessee","18 to 24","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Cartographer","Central Government","ArcGIS;ENVI;ERDAS;Global Mapper;Google Earth","ArcGIS","Exclusively","PhotoShop","50/50","Python;R","Python;SQL","File Geodatabase (ESRI)","No",10,10
"2019/06/20 10:00:51 PM GMT+1","Male","United States","Oklahoma","25 to 34","Master's Degree","Depends on career goals","Mid level","$75,000 - $100,000","5-10 years","Analyst","Utilities","ArcGIS","ArcGIS","50/50","No","50/50","Access;FME;PyCharm;Python;SAS;SQL Server","Python;SQL;JavaScript","SQL Server","FME Professional",8,10
"2019/06/21 2:10:09 AM GMT+1","Male","Australia",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mangement","$75,000 - $100,000","5-10 years","Coordinator","Local Government","AutoCAD;Global Mapper;MapInfo;QGIS","QGIS",,"No","Vector","FME;GDAL;GIMP;PostGIS;Python;SQL Server","Python;SQL;JavaScript","PostgreSQL","No",7,8
"2019/06/21 3:03:09 AM GMT+1","Male","Canada",,"25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Analyst","Non-Profit","ArcGIS","None","A bit","No","Raster","Access;GDAL;PyCharm;Python;R","Python;SQL;R","Access","No",9,8
"2019/06/21 3:20:39 AM GMT+1","Male","United States","California","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$75,000 - $100,000","5-10 years","Developer","Public Health","ArcGIS;Google Earth;JOSM","Other","Primarily","No","Vector","Access;Python;SQL Server;Visual Studio, Excel, Notepad++","Python;SQL;.NET;C#;JavaScript","SQL Server","No",8,4
"2019/06/21 5:21:11 AM GMT+1","Male","Brazil","Not United States","18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Under 1 year","Intern","Local Government","ArcGIS;AutoCAD;Google Earth;QGIS","ArcGIS","Primarily","Paint","Vector","CorelDraw","No","File Geodatabase (ESRI)","No",7,7
"2019/06/21 5:41:46 AM GMT+1","Male","United States","California","25 to 34","High School or equivalent",,"Mid level","$50,000 - $75,000","11-25 years","Technical Writer","Local Government","ArcGIS;Google Earth","ArcGIS","A bit","Illustrator and Photoshop","50/50","SQL Server","No","SQL Server","No",6,9
"2019/06/21 2:37:20 PM GMT+1","Male","United States","Wisconsin","35 to 44","Bachelor's (Undergraduate) Degree",,"Mangement","$50,000 - $75,000","11-25 years","Coordinator","Local Government","ArcGIS","ArcGIS","A bit","No","Vector","Microstation;Python;SQL Server","Python","File Geodatabase (ESRI)","No",8,8
"2019/06/21 3:00:36 PM GMT+1","Male","United States","New Jersey","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$50,000 - $75,000","2-5 years","Analyst","Civil Engineering","ArcGIS","ArcGIS","Primarily","No","Vector","PyCharm;Python;SQL Server;Visual Studio/VS Code","Python;SQL;JavaScript","SQL Server","No",8,6
"2019/06/21 3:12:36 PM GMT+1","Male","United States","Oklahoma","25 to 34","Master's Degree","Maybe","Mangement","$50,000 - $75,000","5-10 years","Director","Tribal","ArcGIS;Google Earth","ArcGIS","Primarily","No","Vector","Laserfiche","No","SQL Server","No",10,10
